Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	PCR Ribotype	Comment	Bio Project ID	Project	Sample	Secondary Sample	Date Entered	Release Date	Barcode	Status	Coverage	N50	Length	Species	Contig Number	No. N's	Assembly Barcode	Version
CLO_CA2690AA	SMG-20-1391	traces-0iHioDA;ILLUMINA;Paired;;NA;Uploaded	Human	Human						Europe	United Kingdom	Scotland						SSSCDRL	23						2020-08-31	2020-08-31	CLO_CA2690AA	Assembled	157	195882	4226714	Clostridioides difficile;97.92%	79	44466	CLO_EA5945AA_AS	4.1
CLO_CA2779AA	SIRN_HH-009	traces-0dhUnnT;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2013				Europe	United Kingdom	Scotland						SSSCDRL	23						2020-09-14	2020-09-14	CLO_CA2779AA	Assembled	85	230946	4233210	Clostridioides difficile;97.78%	79	26002	CLO_EA5960AA_AS	4.1
CLO_CA2798AA	SIRN_ST-001	traces-0IYXxCB;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2013				Europe	United Kingdom	Scotland						SSSCDRL	23						2020-09-14	2020-09-14	CLO_CA2798AA	Assembled	63	260258	4381324	Clostridioides difficile;97.78%	74	11419	CLO_EA5979AA_AS	4.1
CLO_CA2804AA	SIRN_ST-009	traces-0WCpefW;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2013				Europe	United Kingdom	Scotland						SSSCDRL	23						2020-09-14	2020-09-14	CLO_CA2804AA	Assembled	111	195281	4177561	Clostridioides difficile;100.0%	65	10480	CLO_EA5985AA_AS	4.1
CLO_CA2817AA	SIRN_HT-026	traces-0BSzojG;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2013				Europe	United Kingdom	Scotland						SSSCDRL	23						2020-09-14	2020-09-14	CLO_CA2817AA	Assembled	81	342185	4514823	Clostridioides difficile;97.68%	73	39224	CLO_EA5998AA_AS	4.1
CLO_CA2818AA	SIRN_SA-020	traces-0lPZRxQ;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2014				Europe	United Kingdom	Scotland						SSSCDRL	23						2020-09-14	2020-09-14	CLO_CA2818AA	Assembled	96	234979	4249946	Clostridioides difficile;100.0%	53	6586	CLO_EA5999AA_AS	4.1
CLO_CA2849AA	SIRN_HG-033	traces-0UBntPh;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2014				Europe	United Kingdom	Scotland						SSSCDRL	23						2020-09-14	2020-09-14	CLO_CA2849AA	Assembled	123	272052	4206548	Clostridioides difficile;97.3%	69	11238	CLO_EA6031AA_AS	4.1
CLO_CA2861AA	SIRN_SA-027	traces-0eJTVeC;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2014				Europe	United Kingdom	Scotland						SSSCDRL	23						2020-09-14	2020-09-14	CLO_CA2861AA	Assembled	93	230894	4110342	Clostridioides difficile;100.0%	58	13706	CLO_EA6043AA_AS	4.1
CLO_CA2868AA	SIRN_ST034	traces-0pjkShq;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2014				Europe	United Kingdom	Scotland						SSSCDRL	23						2020-09-14	2020-09-14	CLO_CA2868AA	Assembled	62	208117	4261320	Clostridioides difficile;98.12%	94	20147	CLO_EA6050AA_AS	4.1
CLO_CA2878AA	SIRN_HG-013	traces-0vsUAjy;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2014				Europe	United Kingdom	Scotland						SSSCDRL	23						2020-09-15	2020-09-15	CLO_CA2878AA	Assembled	71	195281	4220742	Clostridioides difficile;97.3%	66	7186	CLO_EA6060AA_AS	4.1
CLO_CA2888AA	SIRN_OG-001	traces-0oHzNvD;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2014				Europe	United Kingdom	Scotland						SSSCDRL	23						2020-09-15	2020-09-15	CLO_CA2888AA	Assembled	88	219477	4186141	Clostridioides difficile;100.0%	84	11443	CLO_EA6070AA_AS	4.1
CLO_CA2912AA	SIRN_OT-004	traces-0KpOqGy;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2014				Europe	United Kingdom	Scotland						SSSCDRL	23						2020-09-15	2020-09-15	CLO_CA2912AA	Assembled	113	195281	4280858	Clostridioides difficile;96.78%	57	17285	CLO_EA6094AA_AS	4.1
CLO_CA2954AA	SIRN_HG-023	traces-0xBMBJb;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2014				Europe	United Kingdom	Scotland						SSSCDRL	23						2020-09-15	2020-09-15	CLO_CA2954AA	Assembled	116	260310	4507351	Clostridioides difficile;97.44%	67	12634	CLO_EA6139AA_AS	4.1
CLO_CA2956AA	SIRN_HG-028	traces-0wXrslc;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2014				Europe	United Kingdom	Scotland						SSSCDRL	23						2020-09-15	2020-09-15	CLO_CA2956AA	Assembled	132	230707	4221925	Clostridioides difficile;96.97%	56	5759	CLO_EA6141AA_AS	4.1
CLO_CA7483AA	SMG-21-1500	traces-0EZImRn;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2021	8			Europe	United Kingdom	Scotland						SSSCDRL	23						2021-08-24	2021-08-24	CLO_CA7483AA	Assembled	47	137460	4269646	Clostridioides difficile;97.29%	125	83922	CLO_FA2476AA_AS	4.1
CLO_CA7497AA	SMG-21-1559	traces-0oZptSY;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2021	8			Europe	United Kingdom	Scotland						SSSCDRL	23						2021-09-06	2021-09-06	CLO_CA7497AA	Assembled	121	175767	4336963	Clostridioides difficile;96.36%	84	53929	CLO_FA2490AA_AS	4.1
CLO_CA7500AA	SMG-21-1553	traces-0fDPDRr;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2021	8			Europe	United Kingdom	Scotland						SSSCDRL	23						2021-09-06	2021-09-06	CLO_CA7500AA	Assembled	103	166339	4335480	Clostridioides difficile;96.36%	84	52307	CLO_FA2493AA_AS	4.1
CLO_CA7562AA	SMG-21-1695	traces-0fJZhJV;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2021	9			Europe	United Kingdom	Scotland						SSSCDRL	23						2021-10-01	2021-10-01	CLO_CA7562AA	Assembled	112	206855	4569158	Clostridioides difficile;98.41%	100	44839	CLO_FA2557AA_AS	4.1
CLO_CA7801AA	SMG-21-1946	traces-0EhIHzF;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2021	10			Europe	United Kingdom	Scotland						SSSCDRL	23						2021-11-08	2021-11-08	CLO_CA7801AA	Assembled	156	170432	4450225	Clostridioides difficile;100.0%	141	18815	CLO_FA2902AA_AS	4.1
CLO_CA7893AA	SMG-21-2140	traces-0nZpmtg;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2021	11			Europe	United Kingdom	Scotland						SSSCDRL	23						2021-12-03	2021-12-03	CLO_CA7893AA	Assembled	164	166339	4277703	Clostridioides difficile;98.39%	107	65255	CLO_FA2994AA_AS	4.1
CLO_CA8433AA	SMG-22-268	traces-0ENoWpa;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2022	2			Europe	United Kingdom	Scotland						SSSCDRL	23						2022-02-28	2022-02-28	CLO_CA8433AA	Assembled	157	170612	4277592	Clostridioides difficile;96.3%	98	39891	CLO_FA3502AA_AS	4.1
CLO_CA8474AA	SMG-22-328	traces-0YKJTIn;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2022	2			Europe	United Kingdom	Scotland						D. Brown (Scotland)	23						2022-03-11	2022-03-11	CLO_CA8474AA	Assembled	133	195281	4175156	Clostridioides difficile;100.0%	79	18429	CLO_FA3563AA_AS	4.1
CLO_CA8482AA	SMG-22-320	traces-0pvwRgJ;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2022	2			Europe	United Kingdom	Scotland						D. Brown (Scotland)	23						2022-03-11	2022-03-11	CLO_CA8482AA	Assembled	166	206855	4334053	Clostridioides difficile;98.22%	89	49444	CLO_FA3571AA_AS	4.1
CLO_DA1616AA	V22400624-chel-m	traces-0eEquEn;ILLUMINA;Paired;;NA;Uploaded																Derek Fairley	23						2023-04-19	2023-04-19	CLO_DA1616AA	Assembled	22.5	83224	4125705	Clostridioides difficile;100.0%	106	25257	CLO_FA7116AA_AS	5.1
CLO_DA1617AA	V22400624-com-m	traces-0aiaqeM;ILLUMINA;Paired;;NA;Uploaded																Derek Fairley	23						2023-04-19	2023-04-19	CLO_DA1617AA	Assembled	75.1	148008	4128185	Clostridioides difficile;100.0%	67	4283	CLO_FA7117AA_AS	5.1
CLO_AA3439AA	C00002975	ERR126283;ILLUMINA;Paired;200;ERX102432;SRA								Europe	United Kingdom							University of Oxford	22		PRJEB3010	ERP001417	SAMEA1487110	ERS139408	2016-07-29	2012-08-28	CLO_AA3439AA	Assembled	35	66431	4253966	Clostridioides difficile;94.09%	137	92581	CLO_BA6149AA_AS	4
CLO_CA2785AA	SIRN_HH-012	traces-0wiSjoH;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2014				Europe	United Kingdom	Scotland						SSSCDRL	22						2020-09-14	2020-09-14	CLO_CA2785AA	Assembled	115	489214	4262632	Clostridioides difficile;95.65%	42	45349	CLO_EA5966AA_AS	4.1
CLO_CA2918AA	SIRN_ST-028	traces-0DqykLb;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2013				Europe	United Kingdom	Scotland						SSSCDRL	22						2020-09-15	2020-09-15	CLO_CA2918AA	Assembled	106	498022	4243631	Clostridioides difficile;100.0%	53	6500	CLO_EA6100AA_AS	4.1
CLO_CA7897AA	SMG-21-2130	traces-0CDnjXG;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2021	11			Europe	United Kingdom	Scotland						SSSCDRL	22						2021-12-03	2021-12-03	CLO_CA7897AA	Assembled	218	399666	4406076	Clostridioides difficile;97.14%	63	48292	CLO_FA2998AA_AS	4.1
CLO_CA8103AA	SMG-21-2271	traces-0AOQnRO;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2021	12			Europe	United Kingdom	Scotland						SSSCDRL	22						2021-12-24	2021-12-24	CLO_CA8103AA	Assembled	208	219308	4405313	Clostridioides difficile;97.22%	59	93846	CLO_FA3231AA_AS	4.1
CLO_AA3466AA	C00000098	ERR126248;ILLUMINA;Paired;200;ERX102397;SRA	Human	Human		2007				Europe	United Kingdom	England	Oxfordshire	Oxford 				University of Oxford	20	Ox709	ERP001417	ERP001417	SAMEA1487101	ERS139373	2016-07-29	2012-08-28	CLO_AA3466AA	Assembled	75	187967	4024516	Clostridioides difficile;98.4%	80	2581	CLO_AA4554AA_AS	3.51
CLO_AA4376AA	CD-15-00674	traces-0dDnIjS;ILLUMINA;Paired;;NA;Uploaded,traces-0lspQRE;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2013				Europe	Germany							Leibniz Institute DSMZ	20						2017-08-02	2019-03-07	CLO_AA4376AA	Assembled	186	166665	4068281	Clostridioides difficile;100.0%	53	2602	CLO_BA3098AA_AS	3.61
CLO_AA7236AA	CD-17-00013	traces-0oZVDhp;ILLUMINA;Paired;;NA;Uploaded,traces-0WyzImj;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2015				Europe	Spain							Leibniz Institute DSMZ	20						2017-04-20	2018-01-01	CLO_AA7236AA	Assembled	37	217361	4143779	Clostridioides difficile;100.0%	56	4411	CLO_BA2881AA_AS	3.61
CLO_AA7261AA	CD-17-00039	traces-0EdSQPf;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2015				Europe	Spain							Leibniz Institute DSMZ	20						2017-02-28	2018-01-01	CLO_AA7261AA	Assembled	211	202267	4151228	Clostridioides difficile;88.47%	85	1606	CLO_BA1570AA_AS	3.61
CLO_AA7279AA	CD-17-00057	traces-0SfepIX;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2015				Europe	Spain							Leibniz Institute DSMZ	20						2017-02-28	2018-01-01	CLO_AA7279AA	Assembled	124	163007	4145956	Clostridioides difficile;87.63%	84	2147	CLO_BA1588AA_AS	3.61
CLO_AA7319AA	CD-17-00097	traces-0VPNuos;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2016				Europe	Spain							Leibniz Institute DSMZ	20						2017-02-28	2018-01-01	CLO_AA7319AA	Assembled	84	187737	4170632	Clostridioides difficile;89.04%	71	1886	CLO_BA1628AA_AS	3.61
CLO_AA7334AA	CD-17-00113	traces-0xKldvF;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2016				Europe	Spain							Leibniz Institute DSMZ	20						2017-02-28	2018-01-01	CLO_AA7334AA	Assembled	151	203647	4106570	Clostridioides difficile;98.96%	68	1914	CLO_BA1643AA_AS	3.61
CLO_AA7357AA	CD-17-00136	traces-0EouriN;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2016				Europe	Spain							Leibniz Institute DSMZ	20						2017-02-28	2018-01-01	CLO_AA7357AA	Assembled	163	198071	4189812	Clostridioides difficile;88.69%	93	1930	CLO_BA1666AA_AS	3.61
CLO_AA7367AA	CD-17-00147	traces-0crPRan;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2014				Europe	Spain							Leibniz Institute DSMZ	20						2017-02-28	2018-01-01	CLO_AA7367AA	Assembled	47	31060	4167173	Clostridioides difficile;95.4%	280	33811	CLO_BA1676AA_AS	3.61
CLO_AA7380AA	CD-17-00161	traces-0OIdBIT;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2014				Europe	Spain							Leibniz Institute DSMZ	20						2017-02-28	2018-01-01	CLO_AA7380AA	Assembled	92	179183	4201530	Clostridioides difficile;81.66%	117	2282	CLO_BA1689AA_AS	3.61
CLO_AA7393AA	CD-17-00174	traces-0JoDxEW;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2014				Europe	Spain							Leibniz Institute DSMZ	20						2017-02-28	2018-01-01	CLO_AA7393AA	Assembled	61	199381	4133741	Clostridioides difficile;93.0%	95	2705	CLO_BA1702AA_AS	3.61
CLO_AA7415AA	CD-17-00203	traces-0XzujCC;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2016				Europe	Spain							Leibniz Institute DSMZ	20						2017-03-01	2018-01-01	CLO_AA7415AA	Assembled	83	149280	4149992	Clostridioides difficile;89.69%	98	4179	CLO_BA1724AA_AS	3.61
CLO_AA7638AA	CD-17-00642	traces-0XqCGTo;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2016				Europe	Spain							Leibniz Institute DSMZ	20						2017-04-20	2018-01-01	CLO_AA7638AA	Assembled	34	198115	4151021	Clostridioides difficile;100.0%	52	6613	CLO_BA2920AA_AS	3.61
CLO_AA8728AA	CD.001.ED	traces-0HOZaUC;ILLUMINA;Paired;;NA;Uploaded	Human	Human						Europe	United Kingdom	Scotland						SSSCDRL	20						2018-08-16	2019-02-18	CLO_AA8728AA	Assembled	82	256449	4215747	Clostridioides difficile;81.16%	72	11884	CLO_BA4582AA_AS	4
CLO_AA8729AA	CD.004.ED	traces-0sbkQWT;ILLUMINA;Paired;;NA;Uploaded	Human	Human						Europe	United Kingdom	Scotland						SSSCDRL	20						2018-08-16	2019-02-18	CLO_AA8729AA	Assembled	70	399799	4111914	Clostridioides difficile;100.0%	42	12336	CLO_BA4583AA_AS	4
CLO_AA8730AA	CD.005.ED	traces-0qYXLJu;ILLUMINA;Paired;;NA;Uploaded	Human	Human						Europe	United Kingdom	Scotland						SSSCDRL	20						2018-08-16	2019-02-18	CLO_AA8730AA	Assembled	76	546293	4128077	Clostridioides difficile;100.0%	50	12228	CLO_BA4584AA_AS	4
CLO_AA8731AA	CD.003.ED	traces-0AUbXkn;ILLUMINA;Paired;;NA;Uploaded	Human	Human						Europe	United Kingdom	Scotland						SSSCDRL	20						2018-08-16	2019-02-18	CLO_AA8731AA	Assembled	87	314148	4149872	Clostridioides difficile;93.62%	47	11628	CLO_BA4585AA_AS	4
CLO_AA8732AA	CD.006.ED	traces-0sWMJTJ;ILLUMINA;Paired;;NA;Uploaded	Human	Human						Europe	United Kingdom	Scotland						SSSCDRL	20						2018-08-16	2019-02-18	CLO_AA8732AA	Assembled	58	322935	4155746	Clostridioides difficile;100.0%	50	20494	CLO_BA4586AA_AS	4
CLO_AA8733AA	CD.007.ED	traces-0swWccQ;ILLUMINA;Paired;;NA;Uploaded	Human	Human						Europe	United Kingdom	Scotland						SSSCDRL	20						2018-08-16	2019-02-18	CLO_AA8733AA	Assembled	74	322935	4153375	Clostridioides difficile;100.0%	52	10281	CLO_BA4587AA_AS	4
CLO_AA8734AA	CD.002.ED	traces-0DXIXpV;ILLUMINA;Paired;;NA;Uploaded	Human	Human						Europe	United Kingdom	Scotland						SSSCDRL	20						2018-08-16	2019-02-18	CLO_AA8734AA	Assembled	107	690631	4117325	Clostridioides difficile;100.0%	46	19922	CLO_BA4588AA_AS	4
CLO_AA8735AA	CD.008.ED	traces-0zGqfVC;ILLUMINA;Paired;;NA;Uploaded	Human	Human						Europe	United Kingdom	Scotland						SSSCDRL	20						2018-08-16	2019-02-18	CLO_AA8735AA	Assembled	68	546029	4145424	Clostridioides difficile;97.56%	44	13973	CLO_BA4589AA_AS	4
CLO_AA8736AA	CD.010.ED	traces-0SLhIJf;ILLUMINA;Paired;;NA;Uploaded	Human	Human						Europe	United Kingdom	Scotland						SSSCDRL	20						2018-08-16	2019-02-18	CLO_AA8736AA	Assembled	60	402170	4114969	Clostridioides difficile;100.0%	44	20004	CLO_BA4590AA_AS	4
CLO_AA9491AA	MMMOSAM:cdcb81e0-f406-4ca7-91b2-600d65270fea	SRR7309214;ILLUMINA;Paired;;SRX4211537;SRA	Human	Human	Homo sapiens; clinical sample	2013	7	1		Europe	Italy							University of Oxford	20		PRJNA398458	SRP150433	SAMN09406398	SRS3414282	2019-02-05	2018-06-13	CLO_AA9491AA	Assembled	130	215583	4155870	Clostridioides difficile;90.38%	77	14775	CLO_BA9442AA_AS	4
CLO_AA9508AA	MMMOSAM:8c5113e3-d3e7-42a3-8a02-6af7d0c02fc4	SRR7309231;ILLUMINA;Paired;;SRX4211520;SRA	Human	Human	Homo sapiens; clinical sample	2013	1	14		Europe	Germany							University of Oxford	20		PRJNA398458	SRP150433	SAMN09406553	SRS3414263	2019-02-05	2018-06-13	CLO_AA9508AA	Assembled	108	38804	4186785	Clostridioides difficile;98.96%	264	44970	CLO_BA9425AA_AS	4
CLO_AA9573AA	MMMOSAM:06ca85c7-8e4e-436f-bac2-fe64e5ac7b81	SRR7308927;ILLUMINA;Paired;;SRX4211455;SRA	Human	Human	Homo sapiens; clinical sample	2013	1	14		Europe	Czechia							University of Oxford	20		PRJNA398458	SRP150433	SAMN09406887	SRS3414196	2019-02-05	2018-06-13	CLO_AA9573AA	Assembled	156	54681	4144983	Clostridioides difficile;99.54%	188	41651	CLO_BA9360AA_AS	4
CLO_AA9599AA	MMMOSAM:7e71316e-4a59-47bf-b2c1-a1a0842543ec	SRR7308953;ILLUMINA;Paired;;SRX4211429;SRA	Human	Human	Homo sapiens; clinical sample	2013	1	14		Europe	Belgium							University of Oxford	20		PRJNA398458	SRP150433	SAMN09406596	SRS3414171	2019-02-05	2018-06-13	CLO_AA9599AA	Assembled	113	216525	4165135	Clostridioides difficile;98.8%	64	21823	CLO_BA9334AA_AS	4
CLO_AA9615AA	MMMOSAM:92675b39-9a7a-4241-9918-8a850a64ce73	SRR7308969;ILLUMINA;Paired;;SRX4211413;SRA	Human	Human	Homo sapiens; clinical sample	2013	7	1		Europe	Germany							University of Oxford	20		PRJNA398458	SRP150433	SAMN09406541	SRS3414155	2019-02-05	2018-06-13	CLO_AA9615AA	Assembled	97	21122	4133128	Clostridioides difficile;99.01%	380	114407	CLO_BA9318AA_AS	4
CLO_AA9623AA	MMMOSAM:fe9fe22c-0afe-4d46-8d84-1f566dc7e63d	SRR7308977;ILLUMINA;Paired;;SRX4211405;SRA	Human	Human	Homo sapiens; clinical sample	2013	7	2		Europe	Italy							University of Oxford	20		PRJNA398458	SRP150433	SAMN09406278	SRS3414147	2019-02-05	2018-06-13	CLO_AA9623AA	Assembled	84	203616	4160484	Clostridioides difficile;99.05%	74	27077	CLO_BA9310AA_AS	4
CLO_AA9749AA	MMMOSAM:4daaf9fb-ae24-4feb-90c2-1a635de3a0e7	SRR7309103;ILLUMINA;Paired;;SRX4211279;SRA	Human	Human	Homo sapiens; clinical sample	2013	7	1		Europe	Germany							University of Oxford	20		PRJNA398458	SRP150433	SAMN09406704	SRS3414019	2019-02-05	2018-06-13	CLO_AA9749AA	Assembled	84	256148	4084713	Clostridioides difficile;98.89%	66	24286	CLO_BA9184AA_AS	4
CLO_AA9762AA	MMMOSAM:ca1df782-0a27-423b-add6-f8c2d993842c	SRR7309116;ILLUMINA;Paired;;SRX4211266;SRA	Human	Human	Homo sapiens; clinical sample	2013	1	14		Europe	Belgium							University of Oxford	20		PRJNA398458	SRP150433	SAMN09406409	SRS3414007	2019-02-05	2018-06-13	CLO_AA9762AA	Assembled	78	204858	4102243	Clostridioides difficile;97.7%	63	50777	CLO_BA9171AA_AS	4
CLO_AA9849AA	MMMOSAM:9952ff5a-c3f5-49bc-af62-ae599cda8524	SRR7308693;ILLUMINA;Paired;;SRX4211179;SRA	Human	Human	Homo sapiens; clinical sample	2013	7	8		Europe	Czechia							University of Oxford	20		PRJNA398458	SRP150433	SAMN09406527	SRS3413922	2019-02-05	2018-06-13	CLO_AA9849AA	Assembled	137	46933	4176387	Clostridioides difficile;89.12%	230	31465	CLO_BA9084AA_AS	4
CLO_AA9906AA	MMMOSAM:a230f35a-9c33-47ab-8bf8-551cf217ef1f	SRR7308750;ILLUMINA;Paired;;SRX4211122;SRA	Human	Human	Homo sapiens; clinical sample	2013	7	2		Europe	Czechia							University of Oxford	20		PRJNA398458	SRP150433	SAMN09406500	SRS3413863	2019-02-05	2018-06-13	CLO_AA9906AA	Assembled	190	182697	4084747	Clostridioides difficile;99.1%	84	14977	CLO_BA9027AA_AS	4
CLO_AA9915AA	MMMOSAM:80a3b416-1fb5-47bb-ad52-f340a468637c	SRR7308759;ILLUMINA;Paired;;SRX4211113;SRA	Human	Human	Homo sapiens; clinical sample	2013	7	12		Europe	Romania							University of Oxford	20		PRJNA398458	SRP150433	SAMN09406590	SRS3413854	2019-02-05	2018-06-13	CLO_AA9915AA	Assembled	96	55273	4298660	Clostridioides difficile;81.36%	246	76367	CLO_BA9018AA_AS	4
CLO_AA9934AA	MMMOSAM:997963f5-88ef-46f0-93d1-39dc420b5a57	SRR7308778;ILLUMINA;Paired;;SRX4211094;SRA	Human	Human	Homo sapiens; clinical sample	2013	7	10		Europe	Belgium							University of Oxford	20		PRJNA398458	SRP150433	SAMN09406526	SRS3413835	2019-02-05	2018-06-13	CLO_AA9934AA	Assembled	126	41002	4165620	Clostridioides difficile;99.26%	254	48866	CLO_BA8999AA_AS	4
CLO_BA0016AA	MMMOSAM:afdbfd53-062a-4491-89f6-02bbfb8b5546	SRR7308860;ILLUMINA;Paired;;SRX4211012;SRA	Human	Human	Homo sapiens; clinical sample	2013	7	1		Europe	Germany							University of Oxford	20		PRJNA398458	SRP150433	SAMN09406466	SRS3413754	2019-02-05	2018-06-13	CLO_BA0016AA	Assembled	175	48755	4080231	Clostridioides difficile;99.21%	221	103908	CLO_BA8863AA_AS	4
CLO_BA8350AA	MetNew4	ERR3611153;ILLUMINA;Paired;300;ERX3606604;SRA								Europe	Netherlands							Wageningen University	20		PRJEB24167	ERP105976	SAMEA6109566	ERS3910240	2019-11-18	2019-11-17	CLO_BA8350AA	Assembled	366	278795	4134776	Clostridioides difficile;95.65%	42	15630	CLO_DA4909AA_AS	4.1
CLO_BA8351AA	MetNew3	ERR3611152;ILLUMINA;Paired;300;ERX3606603;SRA								Europe	Netherlands							Wageningen University	20		PRJEB24167	ERP105976	SAMEA6109565	ERS3910239	2019-11-18	2019-11-17	CLO_BA8351AA	Assembled	431	277141	4128158	Clostridioides difficile;100.0%	46	9019	CLO_DA4908AA_AS	4.1
CLO_BA8366AA	IB133 (028R)	ERR2232525;ILLUMINA;Paired;360;ERX2285832;SRA	Human	Human	Homo sapiens	2015				Europe	Netherlands							Wageningen University	20		PRJEB24167	ERP105976	SAMEA104451092	ERS2069034	2019-11-18	2019-11-17	CLO_BA8366AA	Assembled	478	204835	4159990	Clostridioides difficile;93.75%	64	23243	CLO_DA4893AA_AS	4.1
CLO_BA8367AA	IB132 (027S)	ERR2232524;ILLUMINA;Paired;360;ERX2285831;SRA	Human	Human	Homo sapiens	2015				Europe	Netherlands							Wageningen University	20		PRJEB24167	ERP105976	SAMEA104451091	ERS2069033	2019-11-18	2019-11-17	CLO_BA8367AA	Assembled	466	252537	4151968	Clostridioides difficile;96.66%	62	16308	CLO_DA4892AA_AS	4.1
CLO_BA8368AA	IB136 (026R)	ERR2232523;ILLUMINA;Paired;360;ERX2285830;SRA	Human	Human	Homo sapiens	2016				Europe	Netherlands							Wageningen University	20		PRJEB24167	ERP105976	SAMEA104451090	ERS2069032	2019-11-18	2019-11-17	CLO_BA8368AA	Assembled	615	260289	4161021	Clostridioides difficile;93.33%	65	24215	CLO_DA4891AA_AS	4.1
CLO_BA8370AA	IB135 (024R)	ERR2232521;ILLUMINA;Paired;360;ERX2285828;SRA	Human	Human	Homo sapiens	2015				Europe	Netherlands							Wageningen University	20		PRJEB24167	ERP105976	SAMEA104451088	ERS2069030	2019-11-18	2019-11-17	CLO_BA8370AA	Assembled	654	253477	4160323	Clostridioides difficile;93.75%	66	23917	CLO_DA4915AA_AS	4.1
CLO_BA8371AA	IB134 (023R)	ERR2232520;ILLUMINA;Paired;360;ERX2285827;SRA	Human	Human	Homo sapiens	2015				Europe	Netherlands							Wageningen University	20		PRJEB24167	ERP105976	SAMEA104451087	ERS2069029	2019-11-18	2019-11-17	CLO_BA8371AA	Assembled	411	204835	4159533	Clostridioides difficile;93.95%	66	24176	CLO_DA4888AA_AS	4.1
CLO_BA9496AA	CD-15-00995	ERR3473832;ILLUMINA;Paired;103;ERX3495474;SRA	Human	Human	Homo sapiens; stool sample					Europe	Germany							Leibniz Institute DSMZ	20		PRJEB33866	ERP116697	SAMEA5849395	ERS3637924	2020-02-03	2020-01-31	CLO_BA9496AA	Assembled	70	136388	4199443	Clostridioides difficile;100.0%	74	31456	CLO_DA8051AA_AS	4.1
CLO_BA9544AA	CD-16-00536	ERR3473784;ILLUMINA;Paired;150;ERX3495426;SRA	Human	Human	Homo sapiens; stool sample	2010				Europe	Germany							Leibniz Institute DSMZ	20		PRJEB33868	ERP116699	SAMEA5849473	ERS3638002	2020-02-03	2020-01-31	CLO_BA9544AA	Assembled	720	199365	4134720	Clostridioides difficile;100.0%	78	11390	CLO_DA8003AA_AS	4.1
CLO_BA9815AA	CD-16-00147	ERR3465579;ILLUMINA;Paired;100;ERX3487257;SRA	Human	Human	Homo sapiens; stool sample	2015				Europe	Germany							Leibniz Institute DSMZ	20		PRJEB33779	ERP116599	SAMEA5843055	ERS3631602	2020-02-03	2020-01-31	CLO_BA9815AA	Assembled	103	216428	4364523	Clostridioides difficile;100.0%	58	12512	CLO_DA7731AA_AS	4.1
CLO_BA9843AA	CD-16-00118	ERR3465551;ILLUMINA;Paired;150;ERX3487229;SRA	Human	Human	Homo sapiens; stool sample	2015				Europe	Germany							Leibniz Institute DSMZ	20		PRJEB33779	ERP116599	SAMEA5843072	ERS3631619	2020-02-03	2020-01-31	CLO_BA9843AA	Assembled	123	198135	4106417	Clostridioides difficile;97.73%	73	10558	CLO_DA7703AA_AS	4.1
